Category,Business,City,ST,Email,Tier,Phone,Website,Rating,Reviews,Coverage gap,Lead with,Subject,Email body,Before sending
A-under50,Clinique Dallas Plastic Surgery,Dallas,TX,info@cliniquedallas.com,A,(972) 244-3005,https://cliniquedallas.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,4.4,26,"Saturday, Sunday",Review request + AI replies,unanswered reviews,"4.4 across 26 reviews — the critical ones look unanswered, and that's the first thing a new patient reads.

Review requests fire after a treatment actually completes, and replies come back drafted for you to approve. Nothing posts publicly without a person — a public reply confirms someone was a patient.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Helen's Haven Integrative Medical Spa,Honolulu,HI,helen@helenshaven.com,A,(808) 739-0400,https://helenshaven.com/,5,26,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Beauty Medical Clinic & Spa,Aventura,FL,info@beautymedicalus.com,A,(954) 444-3347,https://www.beautymedicalus.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.2,26,"Saturday, Sunday",Review request + AI replies,unanswered reviews,"4.2 across 26 reviews — the critical ones look unanswered, and that's the first thing a new patient reads.

Review requests fire after a treatment actually completes, and replies come back drafted for you to approve. Nothing posts publicly without a person — a public reply confirms someone was a patient.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Allumine Skin Clinic,Pleasanton,CA,info@allumineskin.com,A,(925) 399-7924,http://www.allumineskin.com/,4.3,26,Sunday,Review request + AI replies,review replies,"4.3 across 26 reviews — the critical ones look unanswered, and that's the first thing a new patient reads.

Review requests fire after a treatment actually completes, and replies come back drafted for you to approve. Nothing posts publicly without a person — a public reply confirms someone was a patient.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,REGAIN MedSpa,Pearland,TX,ia.jugo@regainmedspa.com,A,(832) 877-4333,https://regainmedspa.com/?utm_campaign=gmb,5,26,"Friday, Monday, Saturday, Sunday, Wednesday",Receptionist / voice agent,weekend calls,"Both weekend days closed. Even at 26 reviews, that's Pearland calls going to voicemail every Saturday.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Minnesota Aesthetics,Minneapolis,MN,info@minnesotaaesthetics.com,A,(952) 217-5609,http://www.minnesotaaesthetics.com/,4.8,25,Sunday,Receptionist / voice agent,sunday coverage,"25 reviews at 4.8, Sunday still dark on the calendar.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth exploring?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,azure med spa boca,Boca Raton,FL,nelly@azuremedspaboca.com,A,(561) 260-2595,http://azuremedspaboca.com/,5,25,Sunday,Receptionist / voice agent,sunday calls,"Sunday's closed, and people still call on Sunday.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Bevel Aesthetics | Ballard Injectables Medical Spa,Seattle,WA,info@bevelseattle.com,A,(206) 552-9262,https://www.bevelseattle.com/?utm_source=Google+Business+Profile&utm_medium=online&utm_campaign=location+search&utm_id=lead+generation&utm_content=Google+Business+Profile+profile+link,5,25,"Monday, Sunday",Receptionist / voice agent,two dark days,"Closed Monday, Sunday. Everything from those days arrives at once on the next open morning.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,VENUS MD,Huntington Beach,CA,info@venusmd.com,A,(714) 839-8712,https://www.venusmd.com/,5,24,Sunday,Receptionist / voice agent,sunday calls,"Sunday's closed, and people still call on Sunday.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Real Aesthetic Medical Spa,Miami,FL,info@realaestheticmedspa.com,A,(786) 580-5702,https://realaestheticmedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website_button,5,23,Sunday,Receptionist / voice agent,sunday calls,"Sunday's closed, and people still call on Sunday.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Skin Body and Beauty Clinic,Las Vegas,NV,info@sbbclinics.com,A,(725) 333-6608,https://www.sbbclinics.com/,4.3,23,"Monday, Sunday, Tuesday, Wednesday",Receptionist / voice agent,midweek gap,"Closed Monday, Sunday, Tuesday, Wednesday, which patients rarely remember. Unexpected closures generate the most confused calls.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,SkinSplendid,Montclair,NJ,info@skinsplendid.com,A,(973) 275-7595,https://skinsplendid.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,5,23,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,MOI Wellness and Aesthetics,The Woodlands,TX,info@moimedspa.com,A,(281) 766-4772,http://www.moimedspa.com/,5,23,"Monday, Saturday, Sunday",Receptionist / voice agent,weekend voicemail,"23 reviews at 5, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Luxe Skin Center,Newport Beach,CA,info@luxeskincenter.com,A,(949) 400-6727,https://www.luxeskincenter.com/,5,22,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Vue Medical Spa,Salt Lake City,UT,hello@vuemedicalspa.com,A,(801) 303-3883,https://www.vuemedicalspa.com/,5,22,"Friday, Saturday, Sunday",Receptionist / voice agent,weekend voicemail,"22 reviews at 5, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Divina MedSpa,Key Biscayne,FL,info@medspadivina.com,A,(305) 812-4050,https://medspadivina.com/,5,22,Sunday,Receptionist / voice agent,sunday coverage,"22 reviews at 5, Sunday still dark on the calendar.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth exploring?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,One Med Spa,Sacramento,CA,contact@onemedspa.co,A,(916) 900-9434,http://www.onemedspa.co/,5,21,"Monday, Sunday",Receptionist / voice agent,monday backlog,"You're closed Monday, Sunday — the calls don't stop, they just wait for you.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Worth exploring?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Venya Medical Spa,Portland,OR,adelolmo@venyamed.com,A,(503) 444-9294,https://venyamed.com/,4.8,21,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,DermaVeda Aesthetics & Wellness (Delray Beach),Delray Beach,FL,support@dermaveda-aesthetics-db.com,A,(561) 654-2734,https://www.dermaveda-aesthetics-db.com/,4.3,21,Saturday,Receptionist / voice agent,saturday coverage,"Saturday's the one day you're closed — and Saturday is when most people have time to call about aesthetics.

An agent covers it, quotes real prices, and books as pending for you to confirm Monday.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Dos Skin Medspa,Huntington Beach,CA,info@dosskin.com,A,(714) 718-6877,https://www.dosskin.com/,5,21,"Monday, Tuesday",Receptionist / voice agent,monday backlog,"You're closed Monday, Tuesday — the calls don't stop, they just wait for you.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Worth exploring?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,SkinSpirit at Nordstrom Scottsdale,Scottsdale,AZ,nordstromscottsdale@skinspirit.com,A,(480) 530-9800,https://www.skinspirit.com/locations/nordstrom-scottsdale,5,20,"Monday, Sunday",Receptionist / voice agent,monday backlog,"You're closed Monday, Sunday — the calls don't stop, they just wait for you.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Worth exploring?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,Skin Care and Laser Physicians of Beverly Hills,Short Hills,NJ,info@skincareandlaser.com,A,(310) 246-0495,https://www.skincareandlaser.com/?utm_source=Google%20My%20Business&utm_medium=Organic,4.5,20,"Saturday, Sunday",Receptionist / voice agent,weekend calls,"Both weekend days closed. Even at 20 reviews, that's Short Hills calls going to voicemail every Saturday.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth a look?","very small or new - under 50 reviews; qualify on the call, not from the data"
A-under50,In Vogue Med Spa,Winter Park,FL,contact@invoguemedspa.com,A,(630) 357-5100,http://www.invoguemedspa.com/,5,20,"Saturday, Sunday, Thursday, Tuesday",Receptionist / voice agent,weekend voicemail,"20 reviews at 5, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?","very small or new - under 50 reviews; qualify on the call, not from the data"
